dayofweek,timeofday,area,grp,address,city,state,zip,type,misc,geocode
TUE,08:00 PM,E,BS Group,400 Penman Rd,Neptune Beach,FL,32266,O-D,Christ United Methodist Church,NULL
TUE,08:00 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,M-C-D & L-C-D-HF,NULL,NULL
TUE,08:00 PM,H,Beginners Group,1111 Francis St,Interlachen,FL,32148,O-D,St Andrews Episcopal Church,NULL
TUE,08:00 PM,F,Callahan Group,45031 Historical Lane,Callahan,FL,32011,O-D,Greater Mt Pleasant Baptist Church,NULL
TUE,08:00 PM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,O-S,NULL,NULL
TUE,08:00 PM,F,Downtown Group,32 N 3rd St,Fernandina Beach,FL,32034,O-S-HF,NULL,NULL
TUE,08:00 PM,F,Folkston Group,51 Shady Lane,Folkston,GA,31537,O-TBS,For Info Or Directions call: (912) 496-1007,NULL
TUE,08:00 PM,G,Green Cove Springs Group,610 Ferris St,Green Cove Springs,FL,32043,O-D-HF,Nanas House-2 blks W of US 17,NULL
TUE,08:00 PM,G,Happy Hour Group,212 N Church St,Starke,FL,32091,C-D-CC-HF,St Marks Episcopal Church,NULL
TUE,08:00 PM,F,Kingsland Recovery Group,313 Central Ave,Kingsland,GA,31548,C-D-BBS,Camden Serenity Club - (912) 265-0892,NULL
TUE,08:00 PM,H,Oyster Creek Group,18 S Dixie Hwy,St Augustine,FL,32084,O-D-HF,NULL,NULL
TUE,08:00 PM,B,Riverside/Ortega Group,4807 Roosevelt Blvd,Jacksonville,FL,32210,C-D,Ortega Methodist Church-Ed Bldg Rm 4,NULL
TUE,08:00 PM,C,San Man Group,7423 San Jose Blvd,Jacksonville,FL,32217,C-D (S-last Tue),San Jose Episcopal Church Lounge - Across from Bol,NULL
TUE,08:00 PM,G,Sojourn Group,557 Madison,Orange Park,FL,32065,O-Beg-HF,Grace Free Will Baptist Church,NULL
TUE,08:00 PM,A,Step Brothers,1147 W 21st St,Jacksonville,FL,32209,M-O-S-SM,NULL,NULL
TUE,08:00 PM,A,Trout River Group,9745 Lem Turner,Jacksonville,FL,32208,O-BBS,NULL,NULL
SUN,10:00 AM,C,Subject to Change,3645 Spring Park Rd,Jacksonville,FL,32207,C-D,NULL,NULL
TUE,08:00 PM,F,Yulee Florida Group,6 Koen Lane,Yulee,FL,32097,O-SS-Bld. 6,YMCA - Building 6,NULL
TUE,08:30 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-D-HF,NULL,NULL
WED,07:00 AM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-DR-HF,NULL,NULL
WED,07:00 AM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,O-D-HF,Amelia Room 904-261-8349,NULL
WED,07:00 AM,D,St Nicholas Group,3134 Beach Blvd,Jacksonville,FL,32207,O-D-HF,NULL,NULL
WED,07:00 AM,A,Sunrise Breakfast Group,51 E First St,Jacksonville,FL,32206,O-D-HF,NULL,NULL
WED,07:00 AM,H,Winning Game Group,18 S Dixie Hwy,St Augustine,FL,32084,O-AB-HF,NULL,NULL
WED,08:00 AM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
WED,08:00 AM,F,Downtown Group,32 N 3rd St,Fernandina Beach,FL,32034,C-D-HF,NULL,NULL
WED,08:00 AM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-BS-HF,NULL,NULL
WED,08:00 AM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-D-HF,NULL,NULL
WED,08:30 AM,H,Morning After Group,18 S Dixie Hwy,St Augustine,FL,32084,O-OL-HF,NULL,NULL
WED,09:00 AM,F,Kingsland Recovery Group,313 Central Ave,Kingsland,GA,31548,O-D,Camden Serenity Club - (912) 265-0892,NULL
WED,09:30 AM,A,Living in the Light,900 Bridier St,Jacksonville,FL,32206,O-BS-HF,NULL,NULL
WED,09:30 AM,B,Winners,1400 Cassat Ave,Jacksonville,FL,32205,O-D-HF,In Strip Mall-End Unit,NULL
WED,10:00 AM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
WED,11:00 AM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,O-SD-HF,Amelia Room 904-261-8349,NULL
WED,12:00 PM,D,Arlington Group,1343 Cesery Terr,Jacksonville,FL,32211,O-D,NULL,NULL
WED,12:00 PM,E,BAA,400 San Juan Dr,Ponte Vedra Beach,FL,32082,O-D-HF,Christ Episcopal Church-Park on Second Floor of Ga,NULL
WED,12:00 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-D-HF,NULL,NULL
WED,12:00 PM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,O-D,NULL,NULL
WED,12:00 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-D-HF,NULL,NULL
WED,12:00 PM,G,Green Cove Springs Group,610 Ferris St,Green Cove Springs,FL,32043,O-D-HF,Nanas House-2 blks W of US 17,NULL
WED,12:00 PM,C,Mandarin Hi-Noon Group,2501 Loretto Rd,Jacksonville,FL,32223,O-S-HF,Mandarin Presbyterian Church - Choir Room,NULL
WED,12:00 PM,H,New Life Group,18 S Dixie Hwy,St Augustine,FL,32084,O-D-HF,NULL,NULL
WED,12:00 PM,H,Night Owl Group,38 Cathedral Place,St Augustine,FL,32084,O-BBS,Cathedral Basilica Church-Enter E side of building,NULL
WED,12:00 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-BS-HF,NULL,NULL
WED,12:00 PM,A,Phoenix Group,51 E First St,Jacksonville,FL,32206,O-D-HF,NULL,NULL
WED,12:00 PM,D,Stepping Up Group,7500 Southside Blvd,Jacksonville,FL,32256,O-D-HF,Episcopal Church of the Redeemer-Classroom # 6 (Ba,NULL
WED,02:00 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-D-HF,NULL,NULL
WED,02:00 PM,H,New Horizon Group,21 Milton Street,St Augustine,FL,32084,O-D-TBS-HF,Public Health Building,NULL
WED,02:00 PM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-D-HF,NULL,NULL
WED,03:30 PM,F,Downtown Group,32 N 3rd St,Fernandina Beach,FL,32034,O-D-HF,NULL,NULL
WED,04:00 PM,H,Half Way Through Group,130 Martin Luther King Ave,St Augustine,FL,32084,O-D-HF,NULL,NULL
WED,05:30 PM,D,Arlington Group,1343 Cesery Terr,Jacksonville,FL,32211,C-D,NULL,NULL
WED,05:30 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-SS-HF,NULL,NULL
WED,05:30 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-BS-HF,NULL,NULL
WED,05:30 PM,D,Q Branch Group,11265 Alumni Way,Jacksonville,FL,32246,O-D,Quality Life Center,NULL
WED,05:30 PM,B,Winners,1400 Cassat Ave,Jacksonville,FL,32205,O-D-HF,In Strip Mall-End Unit,NULL
WED,06:00 PM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
MON,06:00 PM,G,Hole in the Wall,City Hall County Rd 18,Hampton,FL,32044,C-BBS-HF,NULL,NULL
WED,06:00 PM,F,Kingsland Recovery Group,313 Central Ave,Kingsland,GA,31548,O-TBS-TD,Camden Serenity Club - (912) 265-0892,NULL
WED,06:00 PM,B,Stepsisters Grace Group,2904 Ionic Ave,Jacksonville,FL,32210,L-O-D,St Marks Episcopal - Grace House,NULL
WED,05:30 PM,A,Trout River Group,9745 Lem Turner,Jacksonville,FL,32208,O-BS,NULL,NULL
WED,06:15 PM,A,Clean & Free Group,51 E First St,Jacksonville,FL,32206,O-D-HF,NULL,NULL
WED,06:30 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-D-Beg-HF,NULL,NULL
WED,06:30 PM,C,Coyote 2 Mens Group,11270 San Jose Blvd,Jacksonville,FL,32223,M-O-D,Mandarin United Methodist Church Bldg G 2nd Floor,NULL
WED,06:30 PM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,O-SS-TS-HF,Amelia Room 904-261-8349,NULL
WED,06:42 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-BS-HF,Small Room,NULL
WED,07:00 PM,E,Beaches Book Study,1801 Beach Blvd,Jacksonville Beach,FL,32250,M-O-BS,NULL,NULL
WED,07:00 PM,F,Downtown Group,32 N 3rd St,Fernandina Beach,FL,32034,L-C-D-HF,NULL,NULL
WED,07:00 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-D-HF,NULL,NULL
WED,07:00 PM,H,Liberty Group,301 Cypress St,Crescent City,FL,32112,O-SD-TD,First Presbyterian Church,NULL
WED,07:30 PM,A,Living in the Light,900 Bridier St,Jacksonville,FL,32084,O-S-YP-HF,NULL,NULL
WED,07:00 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,M-C-D-HF,NULL,NULL
WED,07:00 PM,E,Seaside Step Study,130 4th Ave S,Jacksonville Beach,FL,32250,O-L-S-HF,NULL,NULL
WED,07:00 PM,E,Wednesday Evening Book Study,3410 3rd St S,Jacksonville Beach,FL,32250,C-BS-HF-CC,Palms Presbyterian Church Office Building - Upstai,NULL
WED,07:30 PM,G,Fleming Island Group,4325 Highway 17,Fleming Island,FL,32003,O-D-HF,Heritage Baptist Church,NULL
WED,07:30 PM,H,Stepping Stone Group,1795 Old Moultrie Rd,St Augustine,FL,32084,O-TBS-HF,Center for Spiritual Living,NULL
WED,08:00 PM,D,Arlington Group,1343 Cesery Terr,Jacksonville,FL,32211,O-D,NULL,NULL
WED,08:00 PM,H,Azalea City Group,123 S 2nd St,Palatka,FL,32177,O-D,First Presbyterian Church,NULL
WED,08:00 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,C-D & O-BS-HF,NULL,NULL
WED,08:00 PM,F,Callahan Group,45031 Historical Lane,Callahan,FL,32011,O-D,Greater Mt Pleasant Baptist Church,NULL
WED,08:00 PM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,O-D-Beg,NULL,NULL
WED,08:00 PM,H,Oyster Creek Group,18 S Dixie Hwy,St Augustine,FL,32084,O-D-HF,NULL,NULL
WED,08:00 PM,G,Green Cove Springs Group,610 Ferris St,Green Cove Springs,FL,32043,O-D-HF,Nanas House-2 blks W of US 17,NULL
FRI,08:00 PM,D,Grupo Vida Y Esperanza,4040 Sunbeam Rd ste 4,Jacksonville,FL,32257,C-D-SP-2hrs,NULL,NULL
SAT,08:00 PM,D,Grupo Vida Y Esperanza,4040 Sunbeam Rd ste 4,Jacksonville,FL,32257,C-D-SP-2hrs,NULL,NULL
WED,08:00 PM,A,Jax Mens Group,51 E First St,Jacksonville,FL,32206,M-C-D-HF,NULL,NULL
WED,08:00 PM,G,Keystone Group,2738 SE SR 21,Keystone Heights,FL,32656,O-BBS-HF,Faith Presbyterian Church,NULL
WED,08:00 PM,F,Kingsland Recovery Group,313 Central Ave,Kingsland,GA,31548,O-D,Camden Serenity Club - (912) 265-0892,NULL
WED,07:00 PM,D,Language of the Heart,6500 Ft Caroline Rd,Jacksonville,FL,32277,O-D-HF,NULL,NULL
WED,08:00 PM,A,Riverview Study Group,7944 Smyrna St,Jacksonville,FL,32208,O-D,NULL,NULL
WED,08:00 PM,G,Sojourn Group,557 Madison,Orange Park,FL,32065,O-D-HF,Grace Free Will Baptist Church,NULL
WED,08:00 PM,E,Surrender To Win,800 Shetter Ave,Jacksonville Beach,FL,32250,O-D-HF,Mission House-behind the bowling alley,NULL
WED,08:00 PM,B,Tradition Group,2911 Riverside Ave,Jacksonville,FL,32205,O-BS,NULL,NULL
WED,08:00 PM,A,Trout River Group,9745 Lem Turner,Jacksonville,FL,32208,O-S,NULL,NULL
WED,08:00 PM,B,West Jax Mens Group,940 Talbot Ave,Jacksonville,FL,32205,C-D-HF,Murray Hill Presbyterian Church,NULL
WED,08:00 PM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-SS-HF,NULL,NULL
WED,07:00 PM,B,Winners,1400 Cassat Ave,Jacksonville,FL,32205,O-BS-HF,In Strip Mall-End Unit,NULL
WED,08:30 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-BS-D-HF,NULL,NULL
WED,08:30 PM,C,Switzerland Group,210 N Ridgecrest Lane,St Johns,FL,32259,O-D(SD-First Wed)-HF,Room 100,NULL
THR,07:00 AM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-DR-HF,NULL,NULL
THR,07:00 AM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,O-BBS-HF,Amelia Room 904-261-8349,NULL
THR,07:00 AM,D,St Nicholas Group,3134 Beach Blvd,Jacksonville,FL,32207,O-D-HF,NULL,NULL
THR,07:00 AM,A,Sunrise Breakfast Group,51 E First St,Jacksonville,FL,32206,O-D-HF,NULL,NULL
THR,07:00 AM,H,Winning Game Group,18 S Dixie Hwy,St Augustine,FL,32084,O-BS-HF,NULL,NULL
THR,08:00 AM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
THR,08:00 AM,F,Downtown Group,32 N 3rd St,Fernandina Beach,FL,32034,C-D-HF,NULL,NULL
THR,08:00 AM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-BS-HF,NULL,NULL
THR,08:00 AM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-D-HF,NULL,NULL
THR,08:30 AM,H,Morning After Group,18 S Dixie Hwy,St Augustine,FL,32084,O-D-HF,NULL,NULL
THR,09:00 AM,F,Kingsland Recovery Group,313 Central Ave,Kingsland,GA,31548,C-BBS,Camden Serenity Club - (912) 265-0892,NULL
THR,09:30 AM,A,Living In the Light,900 Bridier St,Jacksonville,FL,32206,O-D-HF,NULL,NULL
THR,09:30 AM,B,Winners,1400 Cassat Ave,Jacksonville,FL,32205,O-D-HF,In Strip Mall-End Unit,NULL
THR,10:00 AM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
THR,11:00 AM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,O-D-HF,Amelia Room 904-261-8349,NULL
THR,11:00 AM,E,More About Alcoholism,2400 Mayport Rd,Atlantic Beach,FL,32233,O-BBS-HF,St Johns Catholic Church - Meets in Library behind,NULL
THR,12:00 PM,D,Arlington Group,1343 Cesery Terr,Jacksonville,FL,32211,O-BBS,NULL,NULL
THR,12:00 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,C-D & O-D-HF,NULL,NULL
THR,07:00 PM,H,Celebration Group,233 N Summit St,Crescent City,FL,32112,O-D-BS,Howe Memorial Methodist Church,NULL
THR,12:00 PM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
THR,12:00 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-SS-HF,NULL,NULL
THR,12:00 PM,G,Green Cove Springs Group,610 Ferris St,Green Cove Springs,FL,32043,O-D-HF,Nanas House-2 blks W of US 17,NULL
TUE,06:00 PM,E,Back to Basics,322 Penman Rd,Jacksonville Beach,FL,32250,O-D,"Southeast Community Church, enter by carport",NULL
THR,12:00 PM,C,Mandarin Hi-Noon Group,2501 Loretto Rd,Jacksonville,FL,32223,O-D-Beg-HF,Mandarin Presbyterian Church - Choir Room,NULL
THR,12:00 PM,H,New Life Group,18 S Dixie Hwy,St Augustine,FL,32084,O-D-HF,NULL,NULL
THR,12:00 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-BS-HF,NULL,NULL
THR,12:00 PM,H,Other Side of the Bridge,686 S Hwy 17,San Mateo,FL,32187,O-BS,Dunns Creek Baptist Church,NULL
THR,12:00 PM,A,Phoenix Group,51 E First St,Jacksonville,FL,32206,O-D-HF,NULL,NULL
THR,01:00 PM,F,Keep It Simple Group,801 Atlantic Ave,Fernandina Beach,FL,32034,L-C-D,St Peters Episcopal Church - Youth Center,NULL
MON,04:00 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-D-HF,NULL,NULL
THR,02:00 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-D-HF,NULL,NULL
THR,02:00 PM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-D-HF,NULL,NULL
THR,05:30 PM,D,Arlington Group,1343 Cesery Terr,Jacksonville,FL,32211,O-D,NULL,NULL
THR,05:30 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,L-O-D-HF,NULL,NULL
THR,05:30 PM,H,Happy Hour Group,18 S Dixie Hwy,St Augustine,FL,32084,O-BBS-HF,NULL,NULL
THR,05:30 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-BS-HF,NULL,NULL
THR,05:30 PM,D,Q Branch Group,11265 Alumni Way,Jacksonville,FL,32246,O-D,Quality Life Center,NULL
THR,05:30 PM,D,Roving Stag,3645 Spring Park Rd,Jacksonville,FL,32207,M-O-D,NULL,NULL
THR,05:30 PM,A,Trout River Group,9745 Lem Turner,Jacksonville,FL,32208,O-D,NULL,NULL
THR,05:30 PM,B,Winners,1400 Cassat Ave,Jacksonville,FL,32205,O-D-HF,In Strip Mall-End Unit,NULL
THR,06:00 PM,H,A Way Out Group,200 Main St,Palatka,FL,32177,C-BBS,St Marks Episcopal Church,NULL
THR,06:00 PM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
THR,06:00 PM,A,Living in the Light,900 Bridier St,Jacksonville,FL,32206,M-O-D-HF,NULL,NULL
THR,06:00 PM,E,7/11 Meditation Group,2125 Oceanfront,Neptune Beach,FL,32266,O-Med,First Christian Church,NULL
THR,06:30 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-D & O-D-Beg-HF,NULL,NULL
THR,06:30 PM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,O-BBS-HF,Amelia Room 904-261-8349,NULL
THR,06:30 PM,B,Thirsty Thursdays,2858 Post Street,Jacksonville,FL,32205,O-D-LGBT-(S 3rd Th),Riverside United Church,NULL
THR,06:45 PM,E,Mens Red Eye Group,1423 8th Ave N,Jacksonville Beach,FL,32250,M-C-BS,Bethlehem Lutheran Church,NULL
THR,07:00 PM,G,FIG,6865 Pine Ave,Orange Park,FL,32065,O-BS,St Margaret Episcopal Church-Green Cove,NULL
THR,07:00 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-CL-Med-HF,NULL,NULL
THR,07:00 PM,B,Murray Hill Group,940 Talbot Ave,Jacksonville,FL,32205,O-D,Murray Hill Presbyterian Church,NULL
THR,07:30 PM,H,Palatka Group,318 Osceola St,Palatka,FL,32177,O-D-HF,The Lions Club,NULL
THR,07:00 PM,E,Nocatee Sobriety,895 Palm Valley Rd,Ponte Vedra,FL,32081,O-D,St Francis In The Field Episcopal Church SR210 E,NULL
THR,07:00 PM,B,Primary Purpose Group,4758 Shelby Ave,Jacksonville,FL,32210,C-BS-1.5hrs,St Catherines Episcopal Church,NULL
THR,07:00 PM,D,San Pablo Sober Sisters,1821 San Pablo Rd S,Jacksonville,FL,32224,L-C-D-BS,Isle of Faith United Methodist Church,NULL
THR,07:00 PM,H,Women Speak,37 Lovett St,St Augustine,FL,32084,L-O-BBS-S-HF,St Cyprians Episcopal Church,NULL
THR,07:15 PM,D,Reborn Group,711 St Johns Bluff Rd,Jacksonville,FL,32225,O-BS,North Lot Back of Bld Follow Sign,NULL
THR,07:15 PM,D,The James Gang,10302 Deerwood Park Blvd,Jacksonville,FL,32256,O-D,Celebration Church,NULL
THR,07:30 PM,C,Damascus Group,6133 San Jose Blvd,Jacksonville,FL,32217,M-O-D-HF,Lakewood United Methodist Church - Room 102,NULL
THR,07:30 PM,A,Fresh Start Group,51 E First St,Jacksonville,FL,32206,O-S-HF,NULL,NULL
THR,08:00 PM,D,Arlington Group,1343 Cesery Terr,Jacksonville,FL,32211,O-BBS,NULL,NULL
THR,08:00 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-BS & SS-HF,NULL,NULL
THR,08:00 PM,F,Callahan Group,45031 Historical Lane,Callahan,FL,32011,O-BBS,Greater Mt Pleasant Baptist Church,NULL
THR,08:00 PM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
THR,08:00 PM,F,Downtown Group,32 N 3rd St,Fernandina Beach,FL,32034,O-D-HF,NULL,NULL
THR,08:00 PM,F,Folkston Group,51 Shady Lane,Folkston,GA,31537,O-BBS,For Info Or Directions call: (912) 496-1007,NULL
THR,08:00 PM,G,Green Cove Springs Group,610 Ferris St,Green Cove Springs,FL,32043,O-D-Beg-HF,Nanas House-2 blks W of US 17,NULL
THR,08:00 PM,G,Happy Hour Group,212 N Church St,Starke,FL,32091,O-S-CC-HF,St Marks Episcopal Church,NULL
THR,08:00 PM,A,Helping Hands Group,2625 N Market St,Jacksonville,FL,32206,O-BS-SM,NULL,NULL
THR,08:00 PM,E,Jax Beaches YPG,2125 Oceanfront,Neptune Beach,FL,32266,C-BS-YP,First Christian Church of the Beaches,NULL
THR,08:00 PM,F,Kingsland Recovery Group,313 Central Ave,Kingsland,GA,31548,C-D,Camden Serenity Club - (912) 265-0892,NULL
THR,08:00 PM,C,Mandarin Group,12001 Mandarin Rd,Jacksonville,FL,32223,O-BS,Mandarin Presbyterian Church - Room W-107,NULL
THR,08:00 PM,H,Oyster Creek Group,18 S Dixie Hwy,St Augustine,FL,32084,O-BBS-HF,NULL,NULL
THR,08:00 PM,A,Riverview Study Group,7944 Smyrna St,Jacksonville,FL,32208,O-D-Beg,NULL,NULL
THR,08:00 PM,G,Sojourn Group,557 Madison,Orange Park,FL,32065,O-TBS-HF,Grace Free Will Baptist Church,NULL
THR,08:00 PM,H,Student Group,26 Artillery Lane,St Augustine,Fl,32084,O-D-HF,Trinity Episcopal Church-Enter at Assem Hall,NULL
THR,08:00 PM,A,Trout River Group,9745 Lem Turner,Jacksonville,FL,32208,O-D,NULL,NULL
THR,08:00 PM,H,Way Out Group,3375 US 1,St Augustine,FL,32086,C-D-HF,Memorial Lutheran Church-Sign Language Interpretat,NULL
THR,08:00 PM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-D-HF,Character Defects,NULL
THR,08:00 PM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-SM-HF,Outside Meeting,NULL
THR,08:00 PM,F,Yulee Florida Group,6 Koen Lane,Yulee,FL,32097,O-OD-Bld. 6,YMCA - Building 6,NULL
THR,08:30 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-BS-HF,NULL,NULL
FRI,07:00 AM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-DR-HF,NULL,NULL
FRI,07:00 AM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,C-BS-HF,Amelia Room 904-261-8349,NULL
FRI,07:00 AM,D,St Nicholas Group,3134 Beach Blvd,Jacksonville,FL,32207,O-TBS-HF,NULL,NULL
FRI,07:00 AM,A,Sunrise Breakfast Group,51 E First St,Jacksonville,FL,32206,O-D-HF,NULL,NULL
FRI,07:00 AM,H,Winning Game Group,18 S Dixie Hwy,St Augustine,FL,32084,O-DR-HF,NULL,NULL
FRI,07:30 AM,F,Dunes Group,1974 S Fletcher St,Fernandina Beach,FL,32034,O-OL,Peters Point Beach,NULL
FRI,07:30 AM,E,Intensive Care Group,1320 13th Ave S,Jacksonville Beach,FL,32250,O-D-HF,Wilson Nash Epstein Bldg across fr Bchs Bapt MedCt,NULL
FRI,08:00 AM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
FRI,08:00 AM,F,Downtown Group,32 N 3rd St,Fernandina Beach,FL,32034,C-D-HF,NULL,NULL
FRI,08:00 AM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-D-HF,NULL,NULL
FRI,08:00 AM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-D-HF,NULL,NULL
FRI,08:30 AM,H,Morning After Group,18 S Dixie Hwy,St Augustine,FL,32084,O-BBS-HF,NULL,NULL
FRI,09:00 AM,F,Kingsland Recovery Group,313 Central Ave,Kingsland,GA,31548,O-D,Camden Serenity Club - (912) 265-0892,NULL
FRI,09:30 AM,A,Living in the Light,900 Bridier St,Jacksonville,FL,32206,O-S-HF,NULL,NULL
FRI,09:30 AM,B,Winners,1400 Cassat Ave,Jacksonville,FL,32205,O-D-HF,In Strip Mall-End Unit,NULL
FRI,10:00 AM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,C-D,NULL,NULL
FRI,11:00 AM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,O-BBS-HF,Amelia Room 904-261-8349,NULL
FRI,11:30 AM,H,Vilano Beach Combers,120 Meadow Ave (off A1A N),St Augustine,FL,32084,O-D-HF,Vilano Community Center,NULL
FRI,12:00 PM,D,Arlington Group,1343 Cesery Terr,Jacksonville,FL,32211,O-D,NULL,NULL
FRI,12:00 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-D & TBS-HF,NULL,NULL
FRI,12:00 PM,C,Central Group,1423 San Marco Blvd,Jacksonville,FL,32207,O-D,NULL,NULL
FRI,12:00 PM,E,Daily Reflections Group,148 Canal Blvd,Palm Valley,FL,32082,O-D-HF,Palm Valley Community Center,NULL
FRI,12:00 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-S-HF,NULL,NULL
FRI,12:00 PM,H,Freedom Group,318 Osceola St,Palatka,FL,32177,O-D,The Lions Club,NULL
FRI,12:00 PM,G,Green Cove Springs Group,610 Ferris St,Green Cove Springs,FL,32043,O-D-HF,Nanas House-2 blks W of US 17,NULL
FRI,12:00 PM,C,Mandarin Hi-Noon Group,2501 Loretto Rd,Jacksonville,FL,32223,O-D-HF,Mandarin Presbyterian Church - Choir Room,NULL
FRI,12:00 PM,H,New Life Group,18 S Dixie Hwy,St Augustine,FL,32084,O-D-HF,NULL,NULL
FRI,12:00 PM,G,Orange Park Group,1835 Smith St,Orange Park,FL,32073,O-D-HF,NULL,NULL
FRI,12:00 PM,A,Phoenix Group,51 E First St,Jacksonville,FL,32206,O-D-HF,NULL,NULL
FRI,12:00 PM,H,Seascape Group,5205 A1A South,St Augustine,FL,32080,C-S-HF,St Anastasia Catholic Church (A1A & Weff Rd),NULL
FRI,01:30 PM,E,Women Enjoying Sobriety,322 Penman Rd,Jacksonville Beach,FL,32250,L-O-D-HF,NULL,NULL
FRI,02:00 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-D-HF,NULL,NULL
FRI,02:00 PM,B,Westside Group,4615 Lexington Ave,Jacksonville,FL,32210,O-D-HF,NULL,NULL
FRI,03:30 PM,F,Downtown Group,32 N 3rd St,Fernandina Beach,FL,32034,O-D-HF,NULL,NULL
FRI,05:30 PM,D,Arlington Group,1343 Cesery Terr,Jacksonville,FL,32211,O-BBS,NULL,NULL
FRI,05:30 PM,F,Fernandina Beach Group,906 S 7th St,Fernandina Beach,FL,32034,C-D-HF (O-First Fri),Amelia Room 904-261-8349,NULL
FRI,05:30 PM,D,Fiesta Group,3645 Spring Park Rd,Jacksonville,FL,32207,O-OL-HF,NULL,NULL
